,image_name,tar_xywh,dist_xywh,link_vg,vg_object_id,condition,responses_someRE,responses_MN,responses_someRE_found,responses_MN_found,responses_someRE_prob,responses_MN_prob,img_inf_scores_someRE,img_inf_scores_MN
32,curtain_showercurtain_unambiguos_2581006.png,"[271, 0, 104, 400]","[0, 296, 177, 204]",https://cs.stanford.edu/people/rak248/VG_100K/2340254.jpg,2581006,unam,"{'curtain': 51, 'screen': 10, 'sink': 7, 'shower': 6, 'cloth': 3, 'bathroom': 2, 'scree': 1, 'screener': 1, 'door': 1, 'table': 1}","{'curtain': 25, 'shower curtain': 7}","{'curtain': 51, 'screen': 10, 'sink': 7, 'shower': 6, 'cloth': 3, 'bathroom': 2, 'door': 1, 'table': 1}","{'curtain': 25, 'shower curtain': 7}","{'curtain': 0.6296296296296297, 'screen': 0.12345679012345678, 'sink': 0.08641975308641975, 'shower': 0.07407407407407407, 'cloth': 0.037037037037037035, 'bathroom': 0.024691358024691357, 'door': 0.012345679012345678, 'table': 0.012345679012345678}","{'curtain': 0.78125, 'shower curtain': 0.21875}",1.3383176116160695,1.3168659355634944
33,truck_pickuptruck_ambi_spec_2567259.png,"[228, 122, 646, 264]","[898, 16, 124, 290]",https://cs.stanford.edu/people/rak248/VG_100K/1592144.jpg,2567259,spec,"{'truck': 36, 'car': 17, 'jeep': 3, 'van': 3, 'suv': 1}","{'truck': 28, 'car': 3, 'pickup truck': 2}","{'truck': 36, 'car': 17, 'jeep': 3, 'van': 3, 'suv': 1}","{'truck': 28, 'car': 3, 'pickup truck': 2}","{'truck': 0.6, 'car': 0.2833333333333333, 'jeep': 0.05, 'van': 0.05, 'suv': 0.016666666666666666}","{'truck': 0.8484848484848485, 'car': 0.09090909090909091, 'pickup truck': 0.06060606060606061}",1.4721764260954868,1.4599456685782344
34,wine_bottle_unambiguos_526299.png,"[140, 0, 107, 449]","[0, 0, 120, 263]",https://cs.stanford.edu/people/rak248/VG_100K_2/2384500.jpg,526299,unam,"{'bottle': 63, 'wine': 11, 'bear': 1, 'drink': 1, 'beer': 1, 'glass': 1, 'screen': 1}","{'bottle': 16, 'wine': 10, 'wine bottle': 5}","{'bottle': 63, 'wine': 11, 'bear': 1, 'drink': 1, 'beer': 1, 'glass': 1, 'screen': 1}","{'bottle': 16, 'wine': 10, 'wine bottle': 5}","{'bottle': 0.7974683544303798, 'wine': 0.13924050632911392, 'bear': 0.012658227848101266, 'drink': 0.012658227848101266, 'beer': 0.012658227848101266, 'glass': 0.012658227848101266, 'screen': 0.012658227848101266}","{'bottle': 0.5161290322580645, 'wine': 0.3225806451612903, 'wine bottle': 0.16129032258064516}",1.3857816923047586,1.4473217749925293
35,table_diningtable_ambi_spec_907734.png,"[0, 361, 375, 139]","[286, 315, 89, 82]",https://cs.stanford.edu/people/rak248/VG_100K/2345499.jpg,907734,spec,"{'table': 37, 'flower': 3, 'flowers': 3, 'bouquet': 2, 'vase': 2, 'desk': 2, 'sofa': 1}","{'table': 29, 'coffee table': 3}","{'table': 37, 'flower': 3, 'flowers': 3, 'bouquet': 2, 'vase': 2, 'desk': 2, 'sofa': 1}","{'table': 29, 'coffee table': 3}","{'table': 0.74, 'flower': 0.06, 'flowers': 0.06, 'bouquet': 0.04, 'vase': 0.04, 'desk': 0.04, 'sofa': 0.02}","{'table': 0.90625, 'coffee table': 0.09375}",1.2205368835058215,1.2033225020267355
36,woman_girl_unambiguos_2210881.png,"[43, 1, 273, 348]","[0, 334, 374, 166]",https://cs.stanford.edu/people/rak248/VG_100K/2345419.jpg,2210881,unam,"{'girl': 26, 'woman': 26, 'women': 9, 'lady': 4, 'person': 3, 'necklace': 2, 'gal': 1, 'celebrant': 1, 'adult': 1, 'dress': 1}",{'woman': 27},"{'girl': 26, 'woman': 26, 'women': 9, 'lady': 4, 'person': 3, 'necklace': 2, 'adult': 1, 'dress': 1}",{'woman': 27},"{'girl': 0.3611111111111111, 'woman': 0.3611111111111111, 'women': 0.125, 'lady': 0.05555555555555555, 'person': 0.041666666666666664, 'necklace': 0.027777777777777776, 'adult': 0.013888888888888888, 'dress': 0.013888888888888888}",{'woman': 1.0},1.241043664316815,1.2299198258023718
37,man_batter_unambiguos_496525.png,"[223, 82, 181, 210]","[60, 99, 440, 112]",https://cs.stanford.edu/people/rak248/VG_100K_2/2390517.jpg,496525,unam,"{'batter': 37, 'player': 25, 'man': 5, 'men': 2, 'defender': 1, 'baseball': 1, 'shooter': 1, 'batsmen': 1, 'cricketer': 1, 'cricket': 1, 'ma': 1, 'pitcher': 1, 'hitter': 1, 'bat': 1, 'sportsman': 1}","{'man': 6, 'person': 6, 'athlete': 5, 'baseball player': 5, 'batter': 5, 'player': 3}","{'batter': 37, 'player': 25, 'man': 5, 'men': 2, 'baseball': 1, 'pitcher': 1, 'hitter': 1, 'bat': 1}","{'man': 6, 'person': 6, 'athlete': 5, 'baseball player': 5, 'batter': 5, 'player': 3}","{'batter': 0.5068493150684932, 'player': 0.3424657534246575, 'man': 0.0684931506849315, 'men': 0.0273972602739726, 'baseball': 0.0136986301369863, 'pitcher': 0.0136986301369863, 'hitter': 0.0136986301369863, 'bat': 0.0136986301369863}","{'man': 0.2, 'person': 0.2, 'athlete': 0.16666666666666666, 'baseball player': 0.16666666666666666, 'batter': 0.16666666666666666, 'player': 0.1}",2.1656847391093805,1.7199468411578296
38,table_desk_ambi_spec_1952807.png,"[0, 168, 500, 207]","[149, 66, 202, 101]",https://cs.stanford.edu/people/rak248/VG_100K/2345810.jpg,1952807,spec,"{'cup': 13, 'desk': 10, 'mug': 9, 'table': 6, 'mouse': 6, 'coffee': 4, 'calculator': 4, 'charger': 1, 'workspace': 1, 'teacup': 1, 'top': 1, 'chair': 1, 'phone': 1}","{'desk': 23, 'table': 10}","{'cup': 13, 'desk': 10, 'mug': 9, 'table': 6, 'mouse': 6, 'coffee': 4, 'calculator': 4, 'charger': 1, 'teacup': 1, 'top': 1, 'chair': 1, 'phone': 1}","{'desk': 23, 'table': 10}","{'cup': 0.22807017543859648, 'desk': 0.17543859649122806, 'mug': 0.15789473684210525, 'table': 0.10526315789473684, 'mouse': 0.10526315789473684, 'coffee': 0.07017543859649122, 'calculator': 0.07017543859649122, 'charger': 0.017543859649122806, 'teacup': 0.017543859649122806, 'top': 0.017543859649122806, 'chair': 0.017543859649122806, 'phone': 0.017543859649122806}","{'desk': 0.696969696969697, 'table': 0.30303030303030304}",1.3925482117249286,1.3489140354032128
39,curtain__showercurtain_ambi_spec_2771382.png,"[0, 104, 117, 396]","[158, 119, 216, 88]",https://cs.stanford.edu/people/rak248/VG_100K/2317058.jpg,2771382,spec,"{'curtain': 50, 'screen': 16, 'shower': 4, 'cloth': 3, 'bathroom': 1, 'screener': 1, 'clothes': 1, 'wardrobe': 1, 'curtains': 1}","{'curtain': 25, 'shower curtain': 7, 'screen': 2}","{'curtain': 50, 'screen': 16, 'shower': 4, 'cloth': 3, 'bathroom': 1, 'clothes': 1, 'wardrobe': 1, 'curtains': 1}","{'curtain': 25, 'shower curtain': 7, 'screen': 2}","{'curtain': 0.6493506493506493, 'screen': 0.2077922077922078, 'shower': 0.05194805194805195, 'cloth': 0.03896103896103896, 'bathroom': 0.012987012987012988, 'clothes': 0.012987012987012988, 'wardrobe': 0.012987012987012988, 'curtains': 0.012987012987012988}","{'curtain': 0.7352941176470589, 'shower curtain': 0.20588235294117646, 'screen': 0.058823529411764705}",1.3212978262171011,1.3198821313850935
40,building_restaurant_ambi_spec_3468320.png,"[0, 0, 207, 249]","[243, 73, 114, 88]",https://cs.stanford.edu/people/rak248/VG_100K/2322259.jpg,3468320,spec,"{'house': 15, 'building': 10, 'restaurant': 9, 'shop': 4, 'home': 3, 'signal': 2, 'hotel': 2, 'light': 1, 'storefront': 1, 'plant': 1, 'pole': 1, 'store': 1, 'lights': 1}","{'building': 13, 'house': 8, 'store': 3, 'restaurant': 2}","{'house': 15, 'building': 10, 'restaurant': 9, 'shop': 4, 'home': 3, 'signal': 2, 'hotel': 2, 'light': 1, 'storefront': 1, 'plant': 1, 'pole': 1, 'store': 1, 'lights': 1}","{'building': 13, 'house': 8, 'store': 3, 'restaurant': 2}","{'house': 0.29411764705882354, 'building': 0.19607843137254902, 'restaurant': 0.17647058823529413, 'shop': 0.0784313725490196, 'home': 0.058823529411764705, 'signal': 0.0392156862745098, 'hotel': 0.0392156862745098, 'light': 0.0196078431372549, 'storefront': 0.0196078431372549, 'plant': 0.0196078431372549, 'pole': 0.0196078431372549, 'store': 0.0196078431372549, 'lights': 0.0196078431372549}","{'building': 0.5, 'house': 0.3076923076923077, 'store': 0.11538461538461539, 'restaurant': 0.07692307692307693}",1.3108208769508556,1.3136178298004624
41,woman_girl_ambi_spec_3794890.png,"[621, 215, 354, 451]","[0, 185, 271, 497]",https://cs.stanford.edu/people/rak248/VG_100K/150336.jpg,3794890,spec,"{'girl': 7, 'women': 5, 'woman': 5, 'man': 5, 'blower': 3, 'spoon': 1, 'braids': 1, 'person': 1}","{'woman': 18, 'girl': 6, 'person': 3}","{'girl': 7, 'women': 5, 'woman': 5, 'man': 5, 'spoon': 1, 'person': 1}","{'woman': 18, 'girl': 6, 'person': 3}","{'girl': 0.2916666666666667, 'women': 0.20833333333333334, 'woman': 0.20833333333333334, 'man': 0.20833333333333334, 'spoon': 0.041666666666666664, 'person': 0.041666666666666664}","{'woman': 0.6666666666666666, 'girl': 0.2222222222222222, 'person': 0.1111111111111111}",1.23980035114994,1.2336518645217365
42,man_skateboarder_ambi_spec_2594950.png,"[45, 32, 266, 220]","[362, 111, 116, 191]",https://cs.stanford.edu/people/rak248/VG_100K/2351989.jpg,2594950,spec,"{'skateboarder': 20, 'skater': 13, 'man': 11, 'men': 2, 'fly': 1, 'jump': 1, 'flying': 1, 'person': 1}","{'man': 11, 'skateboarder': 10, 'skater': 7, 'person': 4}","{'skateboarder': 20, 'skater': 13, 'man': 11, 'men': 2, 'jump': 1, 'flying': 1, 'person': 1}","{'man': 11, 'skateboarder': 10, 'skater': 7, 'person': 4}","{'skateboarder': 0.40816326530612246, 'skater': 0.2653061224489796, 'man': 0.22448979591836735, 'men': 0.04081632653061224, 'jump': 0.02040816326530612, 'flying': 0.02040816326530612, 'person': 0.02040816326530612}","{'man': 0.34375, 'skateboarder': 0.3125, 'skater': 0.21875, 'person': 0.125}",1.398277434360712,1.3627984543276284
43,car_taxi_ambi_spec_3405477.png,"[0, 203, 281, 128]","[13, 103, 400, 138]",https://cs.stanford.edu/people/rak248/VG_100K/2327570.jpg,3405477,spec,"{'taxi': 58, 'cab': 6, 'car': 6, 'c': 1}","{'car': 17, 'taxi': 12, 'vehicle': 2}","{'taxi': 58, 'cab': 6, 'car': 6}","{'car': 17, 'taxi': 12, 'vehicle': 2}","{'taxi': 0.8285714285714286, 'cab': 0.08571428571428572, 'car': 0.08571428571428572}","{'car': 0.5483870967741935, 'taxi': 0.3870967741935484, 'vehicle': 0.06451612903225806}",1.7122672512406822,1.5749984115789626
44,man_tennisplayer_ambi_spec_2656184.png,"[81, 5, 229, 374]","[394, 158, 106, 222]",https://cs.stanford.edu/people/rak248/VG_100K/2372201.jpg,2656184,spec,"{'player': 63, 'man': 6, 'badminton': 1, 'batting': 1, 'headband': 1, 'pro': 1, 'men': 1}","{'man': 21, 'tennis player': 7, 'player': 4, 'person': 2}","{'player': 63, 'man': 6, 'headband': 1, 'men': 1}","{'man': 21, 'tennis player': 7, 'player': 4, 'person': 2}","{'player': 0.8873239436619719, 'man': 0.08450704225352113, 'headband': 0.014084507042253521, 'men': 0.014084507042253521}","{'man': 0.6176470588235294, 'tennis player': 0.20588235294117646, 'player': 0.11764705882352941, 'person': 0.058823529411764705}",1.7234691626281107,1.4900722691052062
45,table_desk_unambiguos_1299673.png,"[36, 136, 464, 238]","[137, 205, 165, 170]",https://cs.stanford.edu/people/rak248/VG_100K_2/2385198.jpg,1299673,unam,"{'desk': 41, 'table': 26, 'chair': 7, 'drawer': 1}",{'desk': 23},"{'desk': 41, 'table': 26, 'chair': 7, 'drawer': 1}",{'desk': 23},"{'desk': 0.5466666666666666, 'table': 0.3466666666666667, 'chair': 0.09333333333333334, 'drawer': 0.013333333333333334}",{'desk': 1.0},1.3211214984473452,1.4228494047288627
46,building_church_ambi_spec_1018602.png,"[0, 39, 268, 336]","[332, 146, 168, 228]",https://cs.stanford.edu/people/rak248/VG_100K/2317674.jpg,1018602,spec,"{'tower': 17, 'church': 10, 'castle': 8, 'clock': 5, 'building': 4, 'cathedral': 2, 'house': 2, 'prague': 1, 'turret': 1}","{'building': 23, 'castle': 5, 'church': 3, 'cathedral': 2}","{'tower': 17, 'church': 10, 'castle': 8, 'clock': 5, 'building': 4, 'cathedral': 2, 'house': 2}","{'building': 23, 'castle': 5, 'church': 3, 'cathedral': 2}","{'tower': 0.3541666666666667, 'church': 0.20833333333333334, 'castle': 0.16666666666666666, 'clock': 0.10416666666666667, 'building': 0.08333333333333333, 'cathedral': 0.041666666666666664, 'house': 0.041666666666666664}","{'building': 0.696969696969697, 'castle': 0.15151515151515152, 'church': 0.09090909090909091, 'cathedral': 0.06060606060606061}",1.4589716961655401,1.354736896149802
47,airplane_jet_unambiguous_1075286.png,"[5, 131, 964, 252]","[0, 450, 1022, 230]",https://cs.stanford.edu/people/rak248/VG_100K/150489.jpg,1075286,unam,"{'airplane': 33, 'plane': 26, 'aeroplane': 11, 'flight': 4, 'jet': 4}","{'airplane': 18, 'plane': 13, 'jet': 2}","{'airplane': 33, 'plane': 26, 'aeroplane': 11, 'flight': 4, 'jet': 4}","{'airplane': 18, 'plane': 13, 'jet': 2}","{'airplane': 0.4230769230769231, 'plane': 0.3333333333333333, 'aeroplane': 0.14102564102564102, 'flight': 0.05128205128205128, 'jet': 0.05128205128205128}","{'airplane': 0.5454545454545454, 'plane': 0.3939393939393939, 'jet': 0.06060606060606061}",1.8858256083519915,1.8852984395767858
